Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Lebanon,LBN,1988,Arable land (% of land area),AG.LND.ARBL.ZS,18.18181818
Lebanon,LBN,1987,Arable land (% of land area),AG.LND.ARBL.ZS,18.3773216
Lebanon,LBN,1986,Arable land (% of land area),AG.LND.ARBL.ZS,19.55034213
Lebanon,LBN,1985,Arable land (% of land area),AG.LND.ARBL.ZS,19.94134897
Lebanon,LBN,1984,Arable land (% of land area),AG.LND.ARBL.ZS,20.33235582
Lebanon,LBN,1983,Arable land (% of land area),AG.LND.ARBL.ZS,20.33235582
Lebanon,LBN,1982,Arable land (% of land area),AG.LND.ARBL.ZS,20.33235582
Lebanon,LBN,1981,Arable land (% of land area),AG.LND.ARBL.ZS,20.52785924
Lebanon,LBN,1980,Arable land (% of land area),AG.LND.ARBL.ZS,20.52785924
Lebanon,LBN,1979,Arable land (% of land area),AG.LND.ARBL.ZS,21.50537634
Lebanon,LBN,1978,Arable land (% of land area),AG.LND.ARBL.ZS,21.89638319
Lebanon,LBN,1977,Arable land (% of land area),AG.LND.ARBL.ZS,22.28739003
Lebanon,LBN,1976,Arable land (% of land area),AG.LND.ARBL.ZS,22.58064516
Lebanon,LBN,1975,Arable land (% of land area),AG.LND.ARBL.ZS,22.87390029
Lebanon,LBN,1974,Arable land (% of land area),AG.LND.ARBL.ZS,23.16715543
Lebanon,LBN,1973,Arable land (% of land area),AG.LND.ARBL.ZS,23.46041056
Lebanon,LBN,1972,Arable land (% of land area),AG.LND.ARBL.ZS,23.46041056
Lebanon,LBN,1971,Arable land (% of land area),AG.LND.ARBL.ZS,23.46041056
Lebanon,LBN,1970,Arable land (% of land area),AG.LND.ARBL.ZS,22.971652
Lebanon,LBN,1969,Arable land (% of land area),AG.LND.ARBL.ZS,22.48289345
Lebanon,LBN,1968,Arable land (% of land area),AG.LND.ARBL.ZS,22.09188661
Lebanon,LBN,1967,Arable land (% of land area),AG.LND.ARBL.ZS,21.1143695
Lebanon,LBN,1966,Arable land (% of land area),AG.LND.ARBL.ZS,20.13685239
Lebanon,LBN,1965,Arable land (% of land area),AG.LND.ARBL.ZS,20.13685239
Lebanon,LBN,1964,Arable land (% of land area),AG.LND.ARBL.ZS,18.57282502
Lebanon,LBN,1963,Arable land (% of land area),AG.LND.ARBL.ZS,17.59530792
Lebanon,LBN,1962,Arable land (% of land area),AG.LND.ARBL.ZS,17.59530792
Lebanon,LBN,1961,Arable land (% of land area),AG.LND.ARBL.ZS,16.81329423
Lebanon,LBN,2022,Land under cereal production (hectares),AG.LND.CREL.HA,55229
Lebanon,LBN,2021,Land under cereal production (hectares),AG.LND.CREL.HA,61272
Lebanon,LBN,2020,Land under cereal production (hectares),AG.LND.CREL.HA,56280
Lebanon,LBN,2019,Land under cereal production (hectares),AG.LND.CREL.HA,56260
Lebanon,LBN,2018,Land under cereal production (hectares),AG.LND.CREL.HA,55260
Lebanon,LBN,2017,Land under cereal production (hectares),AG.LND.CREL.HA,57565
Lebanon,LBN,2016,Land under cereal production (hectares),AG.LND.CREL.HA,57418
Lebanon,LBN,2015,Land under cereal production (hectares),AG.LND.CREL.HA,55104
Lebanon,LBN,2014,Land under cereal production (hectares),AG.LND.CREL.HA,52164
Lebanon,LBN,2013,Land under cereal production (hectares),AG.LND.CREL.HA,59924
Lebanon,LBN,2012,Land under cereal production (hectares),AG.LND.CREL.HA,65286
Lebanon,LBN,2011,Land under cereal production (hectares),AG.LND.CREL.HA,57410
Lebanon,LBN,2010,Land under cereal production (hectares),AG.LND.CREL.HA,42586
Lebanon,LBN,2009,Land under cereal production (hectares),AG.LND.CREL.HA,55978
Lebanon,LBN,2008,Land under cereal production (hectares),AG.LND.CREL.HA,65855
Lebanon,LBN,2007,Land under cereal production (hectares),AG.LND.CREL.HA,70040
Lebanon,LBN,2006,Land under cereal production (hectares),AG.LND.CREL.HA,70545
Lebanon,LBN,2005,Land under cereal production (hectares),AG.LND.CREL.HA,65570
Lebanon,LBN,2004,Land under cereal production (hectares),AG.LND.CREL.HA,60514
Lebanon,LBN,2003,Land under cereal production (hectares),AG.LND.CREL.HA,61481
Lebanon,LBN,2002,Land under cereal production (hectares),AG.LND.CREL.HA,56796
Lebanon,LBN,2001,Land under cereal production (hectares),AG.LND.CREL.HA,52529
Lebanon,LBN,2000,Land under cereal production (hectares),AG.LND.CREL.HA,50850
Lebanon,LBN,1999,Land under cereal production (hectares),AG.LND.CREL.HA,53500
Lebanon,LBN,1998,Land under cereal production (hectares),AG.LND.CREL.HA,52922
Lebanon,LBN,1997,Land under cereal production (hectares),AG.LND.CREL.HA,54700
Lebanon,LBN,1996,Land under cereal production (hectares),AG.LND.CREL.HA,38289
Lebanon,LBN,1995,Land under cereal production (hectares),AG.LND.CREL.HA,39077
Lebanon,LBN,1994,Land under cereal production (hectares),AG.LND.CREL.HA,38255
Lebanon,LBN,1993,Land under cereal production (hectares),AG.LND.CREL.HA,37550
Lebanon,LBN,1992,Land under cereal production (hectares),AG.LND.CREL.HA,42097
Lebanon,LBN,1991,Land under cereal production (hectares),AG.LND.CREL.HA,41094
Lebanon,LBN,1990,Land under cereal production (hectares),AG.LND.CREL.HA,41186
Lebanon,LBN,1989,Land under cereal production (hectares),AG.LND.CREL.HA,40474
Lebanon,LBN,1988,Land under cereal production (hectares),AG.LND.CREL.HA,39715
Lebanon,LBN,1987,Land under cereal production (hectares),AG.LND.CREL.HA,38629
Lebanon,LBN,1986,Land under cereal production (hectares),AG.LND.CREL.HA,30990
Lebanon,LBN,1985,Land under cereal production (hectares),AG.LND.CREL.HA,25730
Lebanon,LBN,1984,Land under cereal production (hectares),AG.LND.CREL.HA,21661
Lebanon,LBN,1983,Land under cereal production (hectares),AG.LND.CREL.HA,24105
Lebanon,LBN,1982,Land under cereal production (hectares),AG.LND.CREL.HA,24280
Lebanon,LBN,1981,Land under cereal production (hectares),AG.LND.CREL.HA,23445
Lebanon,LBN,1980,Land under cereal production (hectares),AG.LND.CREL.HA,26050
Lebanon,LBN,1979,Land under cereal production (hectares),AG.LND.CREL.HA,53200
Lebanon,LBN,1978,Land under cereal production (hectares),AG.LND.CREL.HA,55300
Lebanon,LBN,1977,Land under cereal production (hectares),AG.LND.CREL.HA,54100
Lebanon,LBN,1976,Land under cereal production (hectares),AG.LND.CREL.HA,57600
Lebanon,LBN,1975,Land under cereal production (hectares),AG.LND.CREL.HA,66000
Lebanon,LBN,1974,Land under cereal production (hectares),AG.LND.CREL.HA,65261
Lebanon,LBN,1973,Land under cereal production (hectares),AG.LND.CREL.HA,61136
Lebanon,LBN,1972,Land under cereal production (hectares),AG.LND.CREL.HA,62528
Lebanon,LBN,1971,Land under cereal production (hectares),AG.LND.CREL.HA,60145
Lebanon,LBN,1970,Land under cereal production (hectares),AG.LND.CREL.HA,57987
Lebanon,LBN,1969,Land under cereal production (hectares),AG.LND.CREL.HA,55215
Lebanon,LBN,1968,Land under cereal production (hectares),AG.LND.CREL.HA,86904
Lebanon,LBN,1967,Land under cereal production (hectares),AG.LND.CREL.HA,85135
Lebanon,LBN,1966,Land under cereal production (hectares),AG.LND.CREL.HA,89924
Lebanon,LBN,1965,Land under cereal production (hectares),AG.LND.CREL.HA,97500
Lebanon,LBN,1964,Land under cereal production (hectares),AG.LND.CREL.HA,93100
Lebanon,LBN,1963,Land under cereal production (hectares),AG.LND.CREL.HA,72900
Lebanon,LBN,1962,Land under cereal production (hectares),AG.LND.CREL.HA,91435
Lebanon,LBN,1961,Land under cereal production (hectares),AG.LND.CREL.HA,90400
Lebanon,LBN,2022,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.68523949
Lebanon,LBN,2021,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.68523949
Lebanon,LBN,2020,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.68523949
Lebanon,LBN,2019,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.29423265
Lebanon,LBN,2018,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.13489736
Lebanon,LBN,2017,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.30889541
Lebanon,LBN,2016,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.09872923
Lebanon,LBN,2015,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.90322581
Lebanon,LBN,2014,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.70772239
Lebanon,LBN,2013,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.51221896
Lebanon,LBN,2012,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.31671554
Lebanon,LBN,2011,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.31671554
Lebanon,LBN,2010,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.31671554
Lebanon,LBN,2009,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.68523949
Lebanon,LBN,2008,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.68523949
Lebanon,LBN,2007,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.96871945
Lebanon,LBN,2006,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.97849462
Lebanon,LBN,2005,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.81231672
Lebanon,LBN,2004,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.88074291
Lebanon,LBN,2003,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.7829912
Lebanon,LBN,2002,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.7829912
Lebanon,LBN,2001,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.97849462
Lebanon,LBN,2000,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.7829912
Lebanon,LBN,1999,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.29423265
Lebanon,LBN,1998,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.58748778
Lebanon,LBN,1997,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.39198436
Lebanon,LBN,1996,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.19648094
Lebanon,LBN,1995,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.60997067
Lebanon,LBN,1994,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.41446725
Lebanon,LBN,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.31671554
Lebanon,LBN,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.31671554
Lebanon,LBN,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.21896383
Lebanon,LBN,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,11.9257087
Lebanon,LBN,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,11.73020528
Lebanon,LBN,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,11.53470186
Lebanon,LBN,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,11.33919844
Lebanon,LBN,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.775171065
Lebanon,LBN,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.286412512
Lebanon,LBN,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.602150538
Lebanon,LBN,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.89540567
Lebanon,LBN,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.090909091
Lebanon,LBN,1978,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.286412512
Lebanon,LBN,1977,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.481915934
Lebanon,LBN,1976,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.677419355
Lebanon,LBN,1975,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.872922776
Lebanon,LBN,1974,Permanent cropland (% of land area),AG.LND.CROP.ZS,10.0684262
Lebanon,LBN,1973,Permanent cropland (% of land area),AG.LND.CROP.ZS,10.26392962
Lebanon,LBN,1972,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.286412512
Lebanon,LBN,1971,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1970,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1969,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1968,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1967,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1966,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1965,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1964,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1963,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1962,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,1961,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.797653959
Lebanon,LBN,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,23.91893171
Lebanon,LBN,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,29.96051816
Lebanon,LBN,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,32.45256217
Lebanon,LBN,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.229588602
Lebanon,LBN,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.28757946
Lebanon,LBN,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.31149963
Lebanon,LBN,2022,Forest area (sq. km),AG.LND.FRST.K2,1445.3
Lebanon,LBN,2021,Forest area (sq. km),AG.LND.FRST.K2,1439.3
Lebanon,LBN,2020,Forest area (sq. km),AG.LND.FRST.K2,1433.3
Lebanon,LBN,2019,Forest area (sq. km),AG.LND.FRST.K2,1427.3
Lebanon,LBN,2018,Forest area (sq. km),AG.LND.FRST.K2,1421.3
Lebanon,LBN,2017,Forest area (sq. km),AG.LND.FRST.K2,1415.3
Lebanon,LBN,2016,Forest area (sq. km),AG.LND.FRST.K2,1409.3
Lebanon,LBN,2015,Forest area (sq. km),AG.LND.FRST.K2,1403.3
Lebanon,LBN,2014,Forest area (sq. km),AG.LND.FRST.K2,1397.34
Lebanon,LBN,2013,Forest area (sq. km),AG.LND.FRST.K2,1391.38
Lebanon,LBN,2012,Forest area (sq. km),AG.LND.FRST.K2,1385.42
Lebanon,LBN,2011,Forest area (sq. km),AG.LND.FRST.K2,1379.46
Lebanon,LBN,2010,Forest area (sq. km),AG.LND.FRST.K2,1373.5
Lebanon,LBN,2009,Forest area (sq. km),AG.LND.FRST.K2,1374.33
Lebanon,LBN,2008,Forest area (sq. km),AG.LND.FRST.K2,1375.16
Lebanon,LBN,2007,Forest area (sq. km),AG.LND.FRST.K2,1375.99
Lebanon,LBN,2006,Forest area (sq. km),AG.LND.FRST.K2,1376.82
Lebanon,LBN,2005,Forest area (sq. km),AG.LND.FRST.K2,1377.65
Lebanon,LBN,2004,Forest area (sq. km),AG.LND.FRST.K2,1378.48
Lebanon,LBN,2003,Forest area (sq. km),AG.LND.FRST.K2,1379.31
Lebanon,LBN,2002,Forest area (sq. km),AG.LND.FRST.K2,1380.14
Lebanon,LBN,2001,Forest area (sq. km),AG.LND.FRST.K2,1380.97
Lebanon,LBN,2000,Forest area (sq. km),AG.LND.FRST.K2,1381.8
Lebanon,LBN,1999,Forest area (sq. km),AG.LND.FRST.K2,1383.32
Lebanon,LBN,1998,Forest area (sq. km),AG.LND.FRST.K2,1384.84
Lebanon,LBN,1997,Forest area (sq. km),AG.LND.FRST.K2,1386.36
Lebanon,LBN,1996,Forest area (sq. km),AG.LND.FRST.K2,1387.88
Lebanon,LBN,1995,Forest area (sq. km),AG.LND.FRST.K2,1389.4
Lebanon,LBN,1994,Forest area (sq. km),AG.LND.FRST.K2,1390.92
Lebanon,LBN,1993,Forest area (sq. km),AG.LND.FRST.K2,1392.44
Lebanon,LBN,1992,Forest area (sq. km),AG.LND.FRST.K2,1393.96
Lebanon,LBN,1991,Forest area (sq. km),AG.LND.FRST.K2,1395.48
Lebanon,LBN,1990,Forest area (sq. km),AG.LND.FRST.K2,1397
Lebanon,LBN,2022,Forest area (% of land area),AG.LND.FRST.ZS,14.12805474
Lebanon,LBN,2021,Forest area (% of land area),AG.LND.FRST.ZS,14.06940371
Lebanon,LBN,2020,Forest area (% of land area),AG.LND.FRST.ZS,14.01075269
Lebanon,LBN,2019,Forest area (% of land area),AG.LND.FRST.ZS,13.95210166
Lebanon,LBN,2018,Forest area (% of land area),AG.LND.FRST.ZS,13.89345064
Lebanon,LBN,2017,Forest area (% of land area),AG.LND.FRST.ZS,13.83479961
Lebanon,LBN,2016,Forest area (% of land area),AG.LND.FRST.ZS,13.77614858
Lebanon,LBN,2015,Forest area (% of land area),AG.LND.FRST.ZS,13.71749756
Lebanon,LBN,2014,Forest area (% of land area),AG.LND.FRST.ZS,13.65923754
Lebanon,LBN,2013,Forest area (% of land area),AG.LND.FRST.ZS,13.60097752
Lebanon,LBN,2012,Forest area (% of land area),AG.LND.FRST.ZS,13.5427175
Lebanon,LBN,2011,Forest area (% of land area),AG.LND.FRST.ZS,13.48445748
Lebanon,LBN,2010,Forest area (% of land area),AG.LND.FRST.ZS,13.42619746
Lebanon,LBN,2009,Forest area (% of land area),AG.LND.FRST.ZS,13.43431085
Lebanon,LBN,2008,Forest area (% of land area),AG.LND.FRST.ZS,13.44242424
Lebanon,LBN,2007,Forest area (% of land area),AG.LND.FRST.ZS,13.45053763
Lebanon,LBN,2006,Forest area (% of land area),AG.LND.FRST.ZS,13.45865103
Lebanon,LBN,2005,Forest area (% of land area),AG.LND.FRST.ZS,13.46676442
Lebanon,LBN,2004,Forest area (% of land area),AG.LND.FRST.ZS,13.47487781
Lebanon,LBN,2003,Forest area (% of land area),AG.LND.FRST.ZS,13.4829912
Lebanon,LBN,2002,Forest area (% of land area),AG.LND.FRST.ZS,13.49110459
Lebanon,LBN,2001,Forest area (% of land area),AG.LND.FRST.ZS,13.49921799
Lebanon,LBN,2000,Forest area (% of land area),AG.LND.FRST.ZS,13.50733138
Lebanon,LBN,1999,Forest area (% of land area),AG.LND.FRST.ZS,13.52218964
Lebanon,LBN,1998,Forest area (% of land area),AG.LND.FRST.ZS,13.5370479
Lebanon,LBN,1997,Forest area (% of land area),AG.LND.FRST.ZS,13.55190616
Lebanon,LBN,1996,Forest area (% of land area),AG.LND.FRST.ZS,13.56676442
Lebanon,LBN,1995,Forest area (% of land area),AG.LND.FRST.ZS,13.58162268
Lebanon,LBN,1994,Forest area (% of land area),AG.LND.FRST.ZS,13.59648094
Lebanon,LBN,1993,Forest area (% of land area),AG.LND.FRST.ZS,13.6113392
Lebanon,LBN,1992,Forest area (% of land area),AG.LND.FRST.ZS,13.62619746
Lebanon,LBN,1991,Forest area (% of land area),AG.LND.FRST.ZS,13.64105572
Lebanon,LBN,1990,Forest area (% of land area),AG.LND.FRST.ZS,13.65591398
Lebanon,LBN,2021,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1976,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1975,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1971,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1970,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1969,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1968,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1966,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1965,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1964,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1963,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,1961,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,661
Lebanon,LBN,2022,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2021,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2020,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2019,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2018,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2017,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2016,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2015,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2014,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2013,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2012,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2011,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2010,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2009,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2008,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2007,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2006,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2005,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2004,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2003,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2002,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2001,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,2000,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1999,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1998,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1997,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1996,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1995,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1994,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1993,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1992,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1991,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1990,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1989,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1988,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1987,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1986,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,1985,Land area (sq. km),AG.LND.TOTL.K2,10230
